word	label	negative	neutral	positive
!!!!!!!!!	negative	0.58	0.1	0.319
greenville	neutral	0.108	0.8	0.091
ahaaa	neutral	0.102	0.568	0.33
smileys	neutral	0.075	0.824	0.101
@iaindodsworth	positive	0.129	0.304	0.567
rainbow	neutral	0.138	0.618	0.244
@pembteaco	neutral	0.07	0.574	0.355
sammie	neutral	0.031	0.601	0.368
netbook	neutral	0.047	0.722	0.231
@karijobe	positive	0.003	0.117	0.88
@danaxdanger	neutral	0.318	0.497	0.185
@strabismus	positive	0.358	0.093	0.549
smear	neutral	0.167	0.781	0.051
@awdawno	positive	0.217	0.34	0.442
@haleyxfax	negative	0.7	0.258	0.042
@jima6636	positive	0.074	0.369	0.558
'mikey\'s'	negative	0.7	0.199	0.101
physically	negative	0.784	0.159	0.058
glanced	neutral	0.187	0.687	0.126
blerg	negative	0.617	0.376	0.006
@philharrison	neutral	0.003	0.551	0.446
@klowndogg	neutral	0.136	0.546	0.318
wussup	positive	0.161	0.296	0.543
reeves	neutral	0.116	0.619	0.265
@bopsicle	neutral	0.314	0.499	0.187
bangkok	neutral	0.333	0.472	0.195
@boomx17	neutral	0.205	0.439	0.357
@depond	neutral	0.204	0.408	0.388
doncaster	positive	0.224	0.368	0.408
twitter-ers	positive	0.045	0.421	0.534
'year\'s'	neutral	0.148	0.766	0.086
@emoisforluvers	positive	0.305	0.29	0.405
@davidismyangel	negative	0.56	0.235	0.205
bubbletweet	neutral	0.083	0.705	0.213
catering	neutral	0.018	0.647	0.335
chipotle	neutral	0.047	0.701	0.252
!?!?!?!?	negative	0.594	0.144	0.262
peterborough	neutral	0.209	0.52	0.271
@jaffne	negative	0.464	0.164	0.372
scrubbed	negative	0.541	0.43	0.03
southbound	neutral	0.436	0.518	0.046
stretches	positive	0.269	0.359	0.372
@realjudgejules	positive	0.126	0.373	0.501
stretched	negative	0.497	0.422	0.081
sunroof	neutral	0.079	0.891	0.03
soundwave	neutral	0.057	0.77	0.172
rolled	neutral	0.359	0.59	0.051
commentaries	neutral	0.29	0.668	0.042
@amypalko	positive	0.005	0.347	0.648
lesbians	negative	0.784	0.153	0.064
#vegas	neutral	0.18	0.469	0.351
merging	neutral	0.315	0.549	0.135
blips	neutral	0.045	0.537	0.418
plugin	neutral	0.047	0.65	0.303
@gelly_belly	positive	0.31	0.122	0.568
javaone	neutral	0.015	0.6	0.384
whaa	neutral	0.341	0.512	0.147
amarillo	negative	0.431	0.28	0.289
rollin	negative	0.467	0.32	0.213
reeses	neutral	0.071	0.724	0.205
bling	neutral	0.15	0.662	0.188
wisconsin	neutral	0.274	0.42	0.306
@nileylover09	negative	0.6	0.141	0.26
what	neutral	0.126	0.658	0.215
whar	neutral	0.013	0.721	0.266
whay	neutral	0.329	0.478	0.193
whee	positive	0.034	0.4	0.566
wher	neutral	0.273	0.404	0.323
when	neutral	0.405	0.413	0.182
stressin	negative	0.841	0.095	0.064
@shoelover79	positive	0.35	0.27	0.38
seminars	neutral	0.158	0.789	0.052
@masterawesome	negative	0.559	0.172	0.269
whey	neutral	0.193	0.766	0.041
whew	negative	0.571	0.141	0.288
stressed	negative	0.713	0.249	0.039
cashflow	neutral	0.011	0.567	0.422
stumbling	neutral	0.276	0.663	0.061
bonnaroo	neutral	0.106	0.747	0.147
hamburger	neutral	0.29	0.635	0.075
whos	neutral	0.202	0.583	0.216
whoo	positive	0.021	0.301	0.678
whom	neutral	0.371	0.388	0.241
chairs	neutral	0.071	0.881	0.048
@realmattlucas	positive	0.095	0.153	0.752
@giagia	negative	0.406	0.204	0.39
@loudmouthman	positive	0.108	0.232	0.66
@kimilovesjb	neutral	0.068	0.709	0.223
sketching	neutral	0.027	0.885	0.088
whut	neutral	0.4	0.441	0.159
whts	neutral	0.442	0.496	0.062
wordcamp	neutral	0.026	0.837	0.137
banging	neutral	0.449	0.516	0.035
@smmpharmd	positive	0.131	0.316	0.553
aaaahhh	negative	0.758	0.107	0.134
whyy	negative	0.671	0.216	0.113
unplanned	negative	0.425	0.177	0.398
whys	negative	0.659	0.14	0.2
whyd	negative	0.909	0.053	0.038
selfless	positive	0.05	0.005	0.946
t-storm	neutral	0.443	0.502	0.055
selfridges	neutral	0.063	0.71	0.227
@shivaranjan	positive	0.214	0.336	0.45
toblerone	neutral	0.083	0.774	0.144
wich	neutral	0.202	0.59	0.209
workspace	neutral	0.012	0.709	0.28
demons	negative	0.806	0.056	0.139
exploded	negative	0.475	0.444	0.08
@jamerichin	positive	0.093	0.237	0.67
wiat	neutral	0.078	0.809	0.112
@chantellepaige	positive	0.02	0.222	0.757
explodes	negative	0.473	0.445	0.081
spreadsheets	neutral	0.121	0.69	0.189
@samanthablews	neutral	0.315	0.403	0.282
wide	neutral	0.289	0.554	0.156
@ryan_leslie	positive	0.032	0.192	0.776
chains	neutral	0.237	0.662	0.1
wigs	neutral	0.019	0.881	0.1
@yeeeunaholic	positive	0.015	0.158	0.827
wifi	neutral	0.148	0.7	0.152
obsessed	negative	0.57	0.316	0.114
wiff	positive	0.246	0.358	0.395
wiii	negative	0.395	0.24	0.365
wiit	positive	0.106	0.112	0.782
mathematical	neutral	0.095	0.6	0.305
wiki	neutral	0.119	0.8	0.081
spencers	neutral	0.306	0.476	0.218
smilies	neutral	0.397	0.58	0.023
win7	neutral	0.057	0.788	0.154
wile	neutral	0.349	0.369	0.282
rides	negative	0.481	0.422	0.098
winn	positive	0.135	0.35	0.515
wink	negative	0.596	0.192	0.212
ridin	neutral	0.355	0.554	0.091
ridic	negative	0.839	0.107	0.054
enormous	negative	0.469	0.293	0.238
oneday	positive	0.023	0.295	0.682
witt	negative	0.427	0.314	0.259
@liawhiting	neutral	0.241	0.39	0.368
with	neutral	0.188	0.641	0.171
tagline	neutral	0.014	0.588	0.398
sutherland	neutral	0.114	0.695	0.191
@lauraechilds	negative	0.413	0.251	0.336
http://twitpic.com/624qo	positive	0.04	0.072	0.887
@hopefulauthor	neutral	0.025	0.514	0.461
@littlebitlil	neutral	0.348	0.414	0.238
yarmouth	neutral	0.004	0.899	0.098
machines	neutral	0.269	0.641	0.09
filtering	neutral	0.292	0.567	0.141
@pilgrimfamilyuk	neutral	0.3	0.439	0.262
@stewartwade	positive	0.136	0.301	0.563
heeyyy	positive	0.051	0.225	0.725
smith	neutral	0.087	0.715	0.198
chappy	neutral	0.093	0.625	0.282
@peytoncameron	neutral	0.233	0.471	0.295
antioxidants	neutral	0.141	0.515	0.344
barack	positive	0.287	0.224	0.489
clicking	negative	0.591	0.347	0.063
re-write	neutral	0.154	0.49	0.356
@domness	positive	0.19	0.252	0.558
'that\'ll'	positive	0.213	0.251	0.536
@americanwomannn	positive	0.021	0.151	0.828
rican	neutral	0.118	0.771	0.111
@pleasefindthis	positive	0.004	0.339	0.658
@jms_	negative	0.478	0.318	0.204
@inlovewitharmy	negative	0.448	0.295	0.257
@wickedground	neutral	0.277	0.67	0.052
emptying	neutral	0.267	0.671	0.062
ricky	neutral	0.143	0.739	0.119
validation	neutral	0.27	0.467	0.263
coursework	neutral	0.104	0.719	0.177
everythin	negative	0.645	0.232	0.123
snuggled	neutral	0.295	0.504	0.2
jealousss	negative	0.589	0.24	0.171
uuuuh	neutral	0.063	0.622	0.314
#spotify	neutral	0.183	0.472	0.345
uuuuu	positive	0.092	0.154	0.754
blitz	neutral	0.204	0.484	0.312
hibachi	neutral	0.051	0.738	0.211
@davedays	positive	0.082	0.18	0.738
guppies	negative	0.793	0.19	0.018
aaaaaah	negative	0.736	0.165	0.099
jjust	neutral	0.315	0.572	0.114
@himynameisrose	neutral	0.386	0.543	0.071
@brendonuriesays	positive	0.258	0.177	0.565
tinytwitter	neutral	0.372	0.453	0.175
@modelmandylynn	positive	0.193	0.266	0.541
#wordpress	neutral	0.125	0.608	0.267
holys**t	negative	0.618	0.087	0.295
tambien	neutral	0.241	0.554	0.205
@shoesandbooks	neutral	0.128	0.598	0.273
@anime81	neutral	0.342	0.511	0.147
birmingham	neutral	0.256	0.484	0.26
đầu	neutral	0.438	0.452	0.11
@hilzfuld	positive	0.199	0.242	0.559
toilets	negative	0.743	0.195	0.061
wknd	positive	0.119	0.414	0.467
aaaaand	positive	0.181	0.406	0.413
uuugh	negative	0.878	0.108	0.014
demiii	positive	0.002	0.328	0.67
@lexia	positive	0.142	0.421	0.437
riffs	neutral	0.121	0.802	0.078
doughnuts	neutral	0.156	0.74	0.103
awoken	negative	0.546	0.263	0.19
ulcers	negative	0.814	0.174	0.013
mailbox	neutral	0.097	0.797	0.106
unsolicited	positive	0.379	0.201	0.42
@richard_gable	positive	0.06	0.42	0.52
'brother\'s'	negative	0.427	0.338	0.235
wlan	neutral	0.139	0.803	0.059
's\'pore'	negative	0.361	0.303	0.335
?!?!!	negative	0.549	0.388	0.063
's\'pose'	positive	0.183	0.393	0.424
?!?!?	neutral	0.312	0.404	0.285
#follow	positive	0.021	0.223	0.756
'j\'adore'	positive	0.437	0.035	0.528
neighbors	negative	0.564	0.326	0.11
snuggles	negative	0.604	0.127	0.269
tessie	negative	0.549	0.103	0.348
snugglin	negative	0.429	0.368	0.203
@tatterededges	negative	0.664	0.173	0.162
y.o.	neutral	0.071	0.82	0.11
bangles	neutral	0.168	0.779	0.053
#levywedding	positive	0.049	0.367	0.584
'kanye\'s'	neutral	0.349	0.46	0.192
elevate	neutral	0.047	0.486	0.467
@dameunited	positive	0.145	0.318	0.537
compton	neutral	0.114	0.741	0.146
@jimmymarsh617	positive	0.273	0.307	0.42
chants	neutral	0.08	0.673	0.248
#poker	positive	0.156	0.314	0.53
#jonaskevin	neutral	0.288	0.455	0.258
.!!!!	negative	0.679	0.127	0.195
midori	neutral	0.082	0.613	0.306
sample	neutral	0.048	0.748	0.204
facking	negative	0.762	0.158	0.079
diggity	negative	0.552	0.106	0.341
@paulpunktastic	positive	0.215	0.346	0.438
@rove1974	positive	0.097	0.255	0.649
@hptwilighter	negative	0.678	0.226	0.096
advances	neutral	0.175	0.486	0.339
@louisebrig	neutral	0.177	0.508	0.315
operate	neutral	0.301	0.68	0.018
neighbour	neutral	0.38	0.519	0.101
changi	neutral	0.024	0.887	0.089
change	neutral	0.234	0.674	0.092
changs	neutral	0.407	0.478	0.114
@jeannemariepics	positive	0.037	0.373	0.59
sampai	neutral	0.012	0.909	0.078
chanel	neutral	0.139	0.571	0.29
so-so	negative	0.776	0.139	0.085
@wayway8	positive	0.218	0.154	0.629
@ananyah	positive	0.084	0.257	0.659
roadtrip	neutral	0.065	0.668	0.267
@neets68	positive	0.008	0.138	0.853
metallica	neutral	0.106	0.56	0.334
@blobyblo	positive	0.02	0.119	0.861
tested	negative	0.48	0.406	0.114
tester	neutral	0.156	0.535	0.309
stylists	neutral	0.017	0.618	0.365
burgundy	neutral	0.049	0.759	0.192
digging	positive	0.083	0.382	0.535
@maddisondesigns	positive	0.059	0.311	0.629
@destroytheearth	neutral	0.098	0.772	0.13
champs	neutral	0.067	0.503	0.43
@yesandme	positive	0.028	0.166	0.806
procedures	neutral	0.388	0.555	0.057
blood	neutral	0.416	0.519	0.065
blogs	neutral	0.038	0.69	0.272
bloke	neutral	0.342	0.496	0.162
block	negative	0.696	0.255	0.049
@himoverthere	neutral	0.069	0.594	0.337
@rjramos	neutral	0.057	0.715	0.229
wnba	neutral	0.049	0.628	0.323
wnat	neutral	0.162	0.481	0.357
grater	neutral	0.467	0.527	0.006
yesssssssssss	positive	0.073	0.354	0.573
horizons	neutral	0.023	0.664	0.313
unfamiliar	positive	0.317	0.24	0.443
10.5.7	neutral	0.225	0.551	0.224
@pegasusangel	neutral	0.166	0.519	0.315
@jadoremarmite	positive	0.054	0.296	0.65
@hhumes	negative	0.483	0.303	0.214
blows	negative	0.766	0.178	0.056
'eye\'s'	neutral	0.319	0.581	0.1
@tim_butcher	positive	0.279	0.263	0.458
mustve	negative	0.714	0.211	0.076
wnna	negative	0.583	0.384	0.033
measures	negative	0.734	0.185	0.082
@amandapalmer	positive	0.135	0.289	0.576
@ohindiegirl	negative	0.42	0.346	0.233
speeds	negative	0.644	0.283	0.073
speedo	neutral	0.195	0.77	0.035
wnts	negative	0.77	0.122	0.108
blore	negative	0.647	0.26	0.092
shouted	negative	0.481	0.472	0.047
@chioma_	positive	0.197	0.25	0.553
ahhhh	negative	0.641	0.174	0.184
ahhah	neutral	0.427	0.496	0.076
musuem	positive	0.12	0.331	0.549
barton	neutral	0.304	0.624	0.072
toyota	neutral	0.013	0.728	0.259
woah	negative	0.638	0.145	0.217
's\'all'	neutral	0.077	0.684	0.238
woes	neutral	0.385	0.413	0.202
'girlfriend\'s'	neutral	0.392	0.496	0.112
woho	positive	0.061	0.235	0.704
@mhisham	neutral	0.298	0.495	0.207
rapidly	negative	0.552	0.18	0.268
rigth	negative	0.466	0.42	0.114
woke	negative	0.616	0.307	0.077
womp	negative	0.544	0.413	0.043
wolf	neutral	0.197	0.738	0.064
wold	neutral	0.007	0.519	0.474
residential	neutral	0.013	0.824	0.163
micheal	neutral	0.141	0.63	0.23
wook	neutral	0.023	0.653	0.324
wooh	positive	0.024	0.447	0.529
woot	positive	0.014	0.326	0.66
papparazzi	negative	0.65	0.083	0.266
woop	neutral	0.076	0.665	0.259
wooo	positive	0.027	0.352	0.621
woof	positive	0.151	0.393	0.456
wong	neutral	0.263	0.633	0.104
wont	neutral	0.403	0.449	0.147
salted	neutral	0.123	0.784	0.093
woow	positive	0.243	0.244	0.513
treasuries	neutral	0.203	0.634	0.162
crushin	negative	0.58	0.112	0.308
worl	neutral	0.116	0.542	0.342
work	negative	0.423	0.38	0.197
michele	neutral	0.123	0.668	0.209
wore	neutral	0.251	0.547	0.203
woud	neutral	0.019	0.71	0.271
woul	neutral	0.073	0.484	0.443
wow-	positive	0.22	0.166	0.614
wots	neutral	0.219	0.749	0.033
insisting	negative	0.444	0.194	0.362
woth	neutral	0.251	0.651	0.098
wowp	neutral	0.025	0.522	0.454
woww	positive	0.389	0.102	0.51
@mariahcarey	positive	0.021	0.31	0.668
koala	negative	0.504	0.452	0.043
ktbspa	positive	0.009	0.109	0.882
enclosure	neutral	0.005	0.736	0.259
jellybeans	negative	0.448	0.378	0.174
kawasaki	neutral	0.255	0.62	0.125
'anybody\'s'	negative	0.549	0.384	0.067
@3minds	positive	0.115	0.204	0.681
suspense	positive	0.302	0.182	0.516
@vautrin	neutral	0.07	0.607	0.323
specks	neutral	0.064	0.899	0.036
fullest	positive	0.005	0.389	0.605
lavigne	neutral	0.141	0.592	0.267
noooooo	negative	0.755	0.098	0.147
thankssss	positive	0.006	0.402	0.593
nooooow	negative	0.368	0.317	0.315
graves	negative	0.601	0.178	0.221
authors	neutral	0.17	0.422	0.407
rightnow	neutral	0.287	0.588	0.124
everytime	negative	0.76	0.173	0.068
@brentlauren	negative	0.594	0.337	0.07
everyting	negative	0.592	0.038	0.37
.......................	negative	0.927	0.044	0.03
@caraandclo	positive	0.166	0.261	0.573
@shareski	neutral	0.034	0.58	0.385
1day	positive	0.076	0.345	0.578
@skepticzone	positive	0.025	0.416	0.559
amigos	neutral	0.056	0.737	0.208
#delongeday	negative	0.558	0.102	0.34
superheroes	neutral	0.357	0.431	0.212
re-install	neutral	0.391	0.476	0.132
melatonin	neutral	0.123	0.463	0.414
doubly	positive	0.314	0.281	0.405
quiznos	neutral	0.037	0.624	0.339
issued	neutral	0.174	0.595	0.23
@nandiaramos	negative	0.53	0.428	0.042
squarepants	negative	0.449	0.16	0.392
tenerife	negative	0.414	0.377	0.209
'this\'ll'	positive	0.032	0.482	0.486
@clubalektrablue	positive	0.1	0.323	0.578
@lameymacdonald	positive	0.005	0.374	0.621
homecooked	positive	0.057	0.184	0.76
festivities	neutral	0.08	0.608	0.312
@g_lifted	positive	0.206	0.199	0.595
@zackrabbit	positive	0.025	0.392	0.584
@greeneash	positive	0.013	0.365	0.622
barrie	neutral	0.007	0.825	0.169
chewing	neutral	0.388	0.562	0.05
mobiles	neutral	0.159	0.645	0.196
denise	neutral	0.011	0.634	0.356
http://tinyurl.com/qhoq8j	positive	0.179	0.358	0.463
48hrs	neutral	0.421	0.492	0.086
feelins	negative	0.904	0.064	0.032
@jswo	positive	0.039	0.164	0.797
trampoline	neutral	0.183	0.791	0.026
adicted	positive	0.269	0.256	0.475
feeling	negative	0.738	0.156	0.105
kodak	neutral	0.292	0.61	0.098
simulator	neutral	0.039	0.534	0.427
yaself	positive	0.246	0.267	0.486
twitterworld	positive	0.023	0.344	0.633
odyssey	neutral	0.187	0.725	0.089
@mileless	positive	0.264	0.113	0.623
finnally	neutral	0.244	0.44	0.316
@staceyyhoward	neutral	0.409	0.437	0.155
@nerdist	positive	0.038	0.41	0.552
@nkcruisegrl	positive	0.247	0.172	0.58
midlife	neutral	0.271	0.686	0.043
@marginatasnaily	positive	0.161	0.246	0.594
@jshe	positive	0.026	0.225	0.749
@escapethefate	positive	0.259	0.08	0.661
introduced	positive	0.219	0.253	0.528
rightttt	negative	0.596	0.333	0.07
@agesthegreat	positive	0.149	0.257	0.594
portsmouth	neutral	0.418	0.42	0.161
mythbusters	neutral	0.172	0.426	0.402
wrkn	negative	0.492	0.35	0.158
amandas	neutral	0.136	0.748	0.116
'lambert\'s'	neutral	0.148	0.74	0.112
@kelly__rowland	positive	0.105	0.231	0.663
wrks	negative	0.691	0.192	0.118
wrng	negative	0.791	0.146	0.063
duane	neutral	0.041	0.642	0.318
@paganvixen	negative	0.633	0.322	0.045
@jtug	positive	0.032	0.358	0.61
'wednesday\'s'	neutral	0.148	0.595	0.257
speidi	negative	0.455	0.382	0.164
vodkas	neutral	0.431	0.566	0.004
@danggitsdevin	positive	0.29	0.346	0.364
alegre	neutral	0.01	0.526	0.464
bookmark	neutral	0.036	0.725	0.24
bogged	positive	0.445	0.109	0.445
pinkeye	negative	0.849	0.108	0.043
riley	neutral	0.181	0.474	0.345
@whatyoudeserve	positive	0.393	0.187	0.42
@mariec09	positive	0.173	0.293	0.534
zzzzzzzz	positive	0.439	0.077	0.484
----------	neutral	0.437	0.45	0.113
expresso	neutral	0.447	0.506	0.047
bangers	neutral	0.31	0.619	0.071
@macbella2	positive	0.388	0.142	0.47
granny	neutral	0.145	0.624	0.231
@mitzs	positive	0.037	0.283	0.681
pokemon	neutral	0.163	0.704	0.133
michael	neutral	0.092	0.759	0.149
girlies	positive	0.055	0.467	0.478
woohoooo	positive	0.019	0.176	0.805
explored	neutral	0.105	0.535	0.36
isssss	negative	0.596	0.029	0.375
@lastfm	negative	0.447	0.405	0.148
jetski	neutral	0.223	0.734	0.043
pre-order	neutral	0.067	0.823	0.111
wsop	neutral	0.117	0.752	0.131
@sincerebc	positive	0.306	0.321	0.373
@miss_becca	neutral	0.228	0.732	0.041
2months	neutral	0.268	0.442	0.29
ironic	neutral	0.435	0.459	0.106
ahmad	neutral	0.335	0.63	0.035
helpers	neutral	0.007	0.546	0.447
@red_hawt	positive	0.166	0.347	0.488
@meggs14	positive	0.369	0.167	0.464
ironed	neutral	0.289	0.65	0.061
deutschland	positive	0.084	0.35	0.566
grande	neutral	0.021	0.612	0.367
cuuute	positive	0.046	0.37	0.583
twitter-ing	negative	0.433	0.331	0.236
paints	neutral	0.203	0.692	0.105
fakers	negative	0.772	0.063	0.165
granma	neutral	0.047	0.54	0.413
@altimet	positive	0.025	0.41	0.565
maroons	negative	0.645	0.063	0.292
@prettyinpunk1	positive	0.348	0.243	0.409
wtch	positive	0.419	0.13	0.45
wtff	negative	0.766	0.192	0.042
wtih	neutral	0.299	0.496	0.206
what�s	neutral	0.232	0.73	0.037
ahora	neutral	0.287	0.589	0.124
sign-up	neutral	0.015	0.523	0.462
@gimmeapuck	negative	0.381	0.267	0.352
ahold	negative	0.384	0.364	0.252
blurb	neutral	0.022	0.751	0.227
@tysiphonehelp	negative	0.605	0.208	0.187
blunt	neutral	0.406	0.531	0.063
@uncultured	positive	0.326	0.065	0.609
kohls	neutral	0.013	0.821	0.166
rings	neutral	0.157	0.656	0.188
shoulda	negative	0.548	0.385	0.066
bitching	negative	0.708	0.217	0.076
ringo	neutral	0.023	0.906	0.071
hayden	neutral	0.207	0.701	0.092
either	neutral	0.363	0.548	0.089
@overheardatmoo	neutral	0.047	0.566	0.387
michelle	positive	0.168	0.272	0.56
@fooie	neutral	0.174	0.475	0.35
@ladyleet	positive	0.095	0.071	0.834
@meerasapra	positive	0.248	0.347	0.405
playgroup	neutral	0.043	0.89	0.067
ducky	neutral	0.213	0.593	0.194
ahahahah	positive	0.133	0.389	0.478
ducks	negative	0.409	0.323	0.269
@melodysong	neutral	0.128	0.643	0.23
pablo	neutral	0.094	0.765	0.141
@kaylaanic0le	positive	0.172	0.36	0.469
ahahahha	positive	0.079	0.161	0.76
@hollywilli	negative	0.502	0.444	0.054
@hollywills	positive	0.024	0.422	0.554
touchpad	neutral	0.196	0.68	0.124
campaigns	neutral	0.307	0.404	0.289
gundam	neutral	0.284	0.532	0.184
wuhu	positive	0.132	0.034	0.834
dubai	neutral	0.221	0.491	0.288
wuld	neutral	0.185	0.506	0.309
@matthewmoloney	positive	0.025	0.356	0.619
@greegreece	positive	0.006	0.437	0.558
nooooooooooooooooo	negative	0.779	0.14	0.081
smthg	negative	0.646	0.074	0.28
@mparaz	positive	0.031	0.381	0.588
@abramsandbettes	positive	0.095	0.126	0.779
wuss	negative	0.903	0.083	0.014
wuu2	neutral	0.068	0.55	0.382
@msponita	neutral	0.188	0.426	0.386
santigold	negative	0.514	0.39	0.097
wuts	neutral	0.197	0.697	0.106
3-11	neutral	0.3	0.548	0.152
cuuuute	positive	0.022	0.309	0.668
facepalm	negative	0.923	0.027	0.05
1ish	neutral	0.057	0.816	0.127
graphs	neutral	0.104	0.537	0.359
@sion71	neutral	0.129	0.529	0.342
@storycorey	neutral	0.131	0.614	0.256
@chargerjenn	positive	0.023	0.283	0.693
sourdough	neutral	0.028	0.907	0.065
@texanoutofwater	positive	0.047	0.329	0.624
@smellycents	positive	0.206	0.08	0.714
@aussie_at_heart	neutral	0.048	0.603	0.349
@orcon	positive	0.284	0.294	0.421
crusade	negative	0.447	0.337	0.217
equations	neutral	0.14	0.76	0.099
spence	positive	0.055	0.363	0.581
@cronogenesis	neutral	0.308	0.581	0.112
spends	negative	0.417	0.415	0.168
@krissi55	positive	0.189	0.215	0.596
inserts	negative	0.479	0.37	0.151
girllll	neutral	0.257	0.526	0.217
swineflu	negative	0.87	0.084	0.046
swamped	negative	0.781	0.054	0.165
@mrrobpattinson	neutral	0.37	0.435	0.195
suspects	negative	0.79	0.111	0.099
casserole	neutral	0.068	0.9	0.032
3.3	neutral	0.131	0.795	0.073
3.45	neutral	0.248	0.656	0.096
toronto	neutral	0.243	0.456	0.301
aaaawww	positive	0.175	0.408	0.417
homies	neutral	0.115	0.783	0.102
wwdc	neutral	0.014	0.669	0.317
?!?!?!?!	negative	0.549	0.213	0.238
@mareyachristina	neutral	0.374	0.484	0.143
seeking	positive	0.096	0.318	0.586
wwii	negative	0.678	0.104	0.217
@jessicaviberg	negative	0.49	0.193	0.317
dudes	negative	0.517	0.361	0.122
paired	neutral	0.465	0.493	0.042
@thenewpsies	neutral	0.194	0.589	0.217
dudee	negative	0.519	0.239	0.241
@kirstyburgoine	positive	0.092	0.288	0.62
mothersday	neutral	0.016	0.574	0.41
ohnoes	negative	0.804	0.097	0.099
@madonnamike	positive	0.088	0.405	0.508
@twilighter_ofoz	positive	0.38	0.224	0.396
reeeal	negative	0.573	0.335	0.092
@jilliandanner	positive	0.335	0.205	0.46
barley	neutral	0.266	0.66	0.074
backpack	neutral	0.12	0.854	0.026
@afrobella	negative	0.483	0.064	0.452
smurf	neutral	0.315	0.673	0.012
goofing	neutral	0.135	0.831	0.034
barlow	neutral	0.449	0.535	0.017
hazelnut	neutral	0.067	0.847	0.087
packs	neutral	0.112	0.823	0.065
followings	neutral	0.042	0.494	0.465
grissom	neutral	0.214	0.656	0.13
@leisa	neutral	0.209	0.621	0.17
vinnie	neutral	0.228	0.535	0.237
pacha	neutral	0.007	0.627	0.366
@claudia10	negative	0.361	0.334	0.305
wickets	neutral	0.132	0.533	0.335
@laurawhittaker	neutral	0.363	0.547	0.089
riots	negative	0.692	0.28	0.027
gramma	neutral	0.226	0.502	0.273
tracklisting	neutral	0.075	0.837	0.088
'30\'s'	neutral	0.096	0.79	0.113
grammy	neutral	0.263	0.369	0.368
@marieluv	positive	0.292	0.149	0.559
originally	neutral	0.252	0.685	0.064
gramps	positive	0.28	0.307	0.412
@jjhitz	neutral	0.121	0.527	0.352
risen	negative	0.587	0.186	0.227
rises	negative	0.525	0.234	0.241
riser	neutral	0.124	0.558	0.318
grampa	neutral	0.164	0.612	0.224
3000	neutral	0.03	0.615	0.355
300+	neutral	0.133	0.781	0.087
3008	positive	0.131	0.087	0.781
funtime	positive	0.03	0.483	0.487
barked	negative	0.793	0.192	0.015
pages	neutral	0.053	0.876	0.072
pager	neutral	0.406	0.562	0.032
barker	neutral	0.078	0.761	0.161
ahwell	negative	0.727	0.236	0.037
hotmail	negative	0.54	0.401	0.059
maaaaaan	negative	0.587	0.392	0.021
@empireofno	positive	0.149	0.139	0.712
gerrard	positive	0.065	0.233	0.702
airports	negative	0.728	0.181	0.092
pinkpop	neutral	0.044	0.656	0.301
jacqui	neutral	0.11	0.618	0.272
strawberry	neutral	0.144	0.753	0.103
@bananasmel	positive	0.35	0.253	0.397
komen	neutral	0.006	0.758	0.236
yasmin	neutral	0.191	0.74	0.069
duffy	neutral	0.075	0.826	0.099
xboxlive	negative	0.742	0.199	0.058
#rsc2009	positive	0.141	0.428	0.432
1min	neutral	0.117	0.813	0.071
mousavi	negative	0.526	0.237	0.236
'roommate\'s'	negative	0.596	0.174	0.23
@kaffy	positive	0.065	0.271	0.664
yeaaah	neutral	0.248	0.414	0.338
yeaaaa	neutral	0.187	0.528	0.285
columbus	neutral	0.031	0.879	0.091
engines	neutral	0.321	0.563	0.116
yeaahh	negative	0.512	0.256	0.232
nosebleed	negative	0.647	0.198	0.155
grammatical	neutral	0.345	0.612	0.043
@ciaobella6	positive	0.277	0.251	0.472
nelson	neutral	0.095	0.563	0.342
spells	negative	0.696	0.235	0.069
pittsburgh	neutral	0.342	0.394	0.265
jetlag	negative	0.644	0.127	0.229
'driver\'s'	neutral	0.163	0.689	0.148
columbia	neutral	0.017	0.851	0.132
@kirash4	neutral	0.263	0.451	0.286
'sally\'s'	neutral	0.129	0.744	0.127
@shawnlimtianjun	negative	0.695	0.182	0.123
@juhidee119	negative	0.451	0.285	0.265
30am	neutral	0.488	0.49	0.022
guyssss	positive	0.03	0.214	0.757
serenade	positive	0.294	0.205	0.501
@bfheroes	neutral	0.212	0.399	0.389
30gb	neutral	0.083	0.834	0.083
kooks	neutral	0.126	0.734	0.14
@reinem	neutral	0.019	0.523	0.458
cackling	negative	0.437	0.41	0.153
rivals	neutral	0.054	0.613	0.333
offfff	neutral	0.293	0.613	0.094
paige	neutral	0.085	0.78	0.135
homely	negative	0.447	0.336	0.217
@atebits	positive	0.112	0.245	0.643
roland	neutral	0.067	0.734	0.199
30th	neutral	0.085	0.702	0.213
@_nanu_	positive	0.177	0.368	0.455
@gilamuffin	positive	0.129	0.309	0.562
@katyand	neutral	0.229	0.666	0.105
rollerblades	neutral	0.057	0.87	0.073
fiiine	positive	0.153	0.043	0.805
@bekasaur	positive	0.06	0.431	0.509
seekers	neutral	0.218	0.631	0.151
@boyislost	negative	0.401	0.316	0.283
homeee	neutral	0.235	0.438	0.327
offers	negative	0.341	0.339	0.32
@sjcnkotb	positive	0.11	0.306	0.584
@rebeccashearing	positive	0.166	0.199	0.635
ambulance	neutral	0.424	0.539	0.037
#jbyoutubesuspended	neutral	0.384	0.459	0.157
@jothecat	neutral	0.078	0.505	0.417
