word	POS	label	negative	neutral	positive
N-suitcase	common.nouns	neutral	0.002	0.998	0
N-sumthin	common.nouns	neutral	0.002	0.998	0
N-sumthing	common.nouns	neutral	0	0.998	0.002
N-sunday	common.nouns	neutral	0	0.998	0.002
N-sundays	common.nouns	neutral	0	0.998	0.002
N-suns	common.nouns	neutral	0.002	0.998	0
N-superbowl	common.nouns	neutral	0	0.998	0.002
N-suprise	common.nouns	neutral	0	0.998	0.002
N-surgery	common.nouns	negative	0.999	0.001	0
N-surprise	common.nouns	neutral	0	0.998	0.002
N-surprises	common.nouns	neutral	0	0.998	0.002
N-sushi	common.nouns	neutral	0	0.998	0.002
N-svu	common.nouns	neutral	0	0.998	0.002
N-sweat	common.nouns	neutral	0	0.998	0.002
N-sweats	common.nouns	neutral	0	0.998	0.002
N-sweety	common.nouns	neutral	0	0.998	0.002
N-sympathy	common.nouns	neutral	0.002	0.998	0
N-sync	common.nouns	neutral	0.002	0.998	0
N-system	common.nouns	neutral	0.002	0.998	0
N-systems	common.nouns	neutral	0.002	0.998	0
N-t	common.nouns	neutral	0	0.998	0.002
N-t-shirt	common.nouns	neutral	0	0.998	0.002
N-t-shirts	common.nouns	neutral	0	0.998	0.002
N-tab	common.nouns	neutral	0	0.998	0.002
N-tables	common.nouns	neutral	0	0.998	0.002
N-taco	common.nouns	neutral	0	0.998	0.002
N-tacos	common.nouns	neutral	0	0.998	0.002
N-tad	common.nouns	neutral	0	0.998	0.002
N-tags	common.nouns	neutral	0	0.998	0.002
N-tak	common.nouns	neutral	0	0.998	0.002
N-take	common.nouns	neutral	0	0.998	0.002
N-tale	common.nouns	neutral	0	0.998	0.002
N-talking	common.nouns	neutral	0	0.998	0.002
N-talks	common.nouns	neutral	0.002	0.998	0
N-tamales	common.nouns	neutral	0	0.998	0.002
N-tank	common.nouns	neutral	0.002	0.998	0
N-tanning	common.nouns	neutral	0	0.998	0.002
N-tarde	common.nouns	neutral	0.002	0.998	0
N-tasks	common.nouns	neutral	0.002	0.998	0
N-tats	common.nouns	neutral	0	0.998	0.002
N-tattoos	common.nouns	neutral	0	0.998	0.002
N-taxes	common.nouns	neutral	0.002	0.998	0
N-taxi	common.nouns	neutral	0.002	0.998	0
N-tb	common.nouns	neutral	0.002	0.998	0
N-tbh	common.nouns	neutral	0	0.998	0.002
N-teachers	common.nouns	neutral	0	0.998	0.002
N-team	common.nouns	neutral	0	0.998	0.002
N-teams	common.nouns	neutral	0	0.998	0.002
N-tear	common.nouns	negative	0.999	0.001	0
N-tears	common.nouns	negative	0.999	0.001	0
N-tech	common.nouns	neutral	0	0.998	0.002
N-teddy	common.nouns	neutral	0	0.998	0.002
N-tee	common.nouns	neutral	0	0.998	0.002
N-teen	common.nouns	neutral	0	0.998	0.002
N-teenager	common.nouns	neutral	0	0.998	0.002
N-teens	common.nouns	neutral	0.002	0.998	0
N-tees	common.nouns	neutral	0	0.998	0.002
N-telly	common.nouns	neutral	0.002	0.998	0
N-temp	common.nouns	neutral	0.002	0.998	0
N-tempo	common.nouns	neutral	0.002	0.998	0
N-temps	common.nouns	neutral	0.002	0.998	0
N-tequila	common.nouns	neutral	0	0.998	0.002
N-tests	common.nouns	neutral	0.002	0.998	0
N-texts	common.nouns	neutral	0.002	0.998	0
N-th	common.nouns	neutral	0	0.998	0.002
N-thaanks	common.nouns	neutral	0	0.998	0.002
N-thai	common.nouns	neutral	0	0.998	0.002
N-thang	common.nouns	neutral	0	0.998	0.002
N-thankies	common.nouns	positive	0	0.001	0.999
N-thanks	common.nouns	positive	0	0.001	0.999
N-thankss	common.nouns	positive	0	0.001	0.999
N-thankyou	common.nouns	positive	0	0.001	0.999
N-thanx	common.nouns	positive	0	0.001	0.999
N-thanxx	common.nouns	positive	0	0.001	0.999
N-theaters	common.nouns	neutral	0	0.998	0.002
N-theatre	common.nouns	neutral	0	0.998	0.002
N-themes	common.nouns	neutral	0	0.998	0.002
N-theory	common.nouns	neutral	0	0.998	0.002
N-therapy	common.nouns	neutral	0	0.998	0.002
N-thingy	common.nouns	neutral	0	0.998	0.002
N-thnks	common.nouns	positive	0	0.001	0.999
N-thnx	common.nouns	positive	0	0.001	0.999
N-thousands	common.nouns	neutral	0	0.998	0.002
N-thriller	common.nouns	neutral	0	0.998	0.002
N-thru	common.nouns	neutral	0	0.998	0.002
N-thumb	common.nouns	negative	0.999	0.001	0
N-thurs	common.nouns	neutral	0.002	0.998	0
N-thursday	common.nouns	neutral	0	0.998	0.002
N-thx	common.nouns	positive	0	0.001	0.999
N-tickets	common.nouns	neutral	0.002	0.998	0
N-tiio	common.nouns	neutral	0	0.998	0.002
N-time	common.nouns	neutral	0	0.998	0.002
N-timee	common.nouns	neutral	0	0.998	0.002
N-timeline	common.nouns	neutral	0	0.998	0.002
N-times	common.nouns	neutral	0	0.998	0.002
N-timing	common.nouns	neutral	0.002	0.998	0
N-ting	common.nouns	neutral	0	0.998	0.002
N-tinychat	common.nouns	neutral	0	0.998	0.002
N-tips	common.nouns	neutral	0	0.998	0.002
N-tire	common.nouns	neutral	0.002	0.998	0
N-tires	common.nouns	neutral	0.002	0.998	0
N-titles	common.nouns	neutral	0.002	0.998	0
N-tits	common.nouns	neutral	0	0.998	0.002
N-tix	common.nouns	neutral	0.002	0.998	0
N-tmr	common.nouns	neutral	0.002	0.998	0
N-tmrw	common.nouns	neutral	0.002	0.998	0
N-tmw	common.nouns	neutral	0.002	0.998	0
N-tnx	common.nouns	positive	0	0.001	0.999
N-todaay	common.nouns	neutral	0	0.998	0.002
N-todayy	common.nouns	neutral	0	0.998	0.002
N-todo	common.nouns	neutral	0.002	0.998	0
N-todos	common.nouns	neutral	0	0.998	0.002
N-toes	common.nouns	neutral	0	0.998	0.002
N-toll	common.nouns	neutral	0.002	0.998	0
N-tomar	common.nouns	neutral	0	0.998	0.002
N-tomarrow	common.nouns	neutral	0	0.998	0.002
N-tomato	common.nouns	neutral	0	0.998	0.002
N-tomm	common.nouns	neutral	0.002	0.998	0
N-tommorow	common.nouns	neutral	0	0.998	0.002
N-tommorrow	common.nouns	neutral	0	0.998	0.002
N-tomo	common.nouns	neutral	0.002	0.998	0
N-tomoro	common.nouns	neutral	0.002	0.998	0
N-tomorow	common.nouns	neutral	0	0.998	0.002
N-tomorro	common.nouns	neutral	0.002	0.998	0
N-tomorrow	common.nouns	neutral	0	0.998	0.002
N-tomorroww	common.nouns	neutral	0	0.998	0.002
N-tomoz	common.nouns	neutral	0.002	0.998	0
N-tonight	common.nouns	neutral	0	0.998	0.002
N-tonightt	common.nouns	neutral	0	0.998	0.002
N-tonite	common.nouns	neutral	0	0.998	0.002
N-tons	common.nouns	neutral	0	0.998	0.002
N-tool	common.nouns	neutral	0	0.998	0.002
N-tools	common.nouns	neutral	0	0.998	0.002
N-topics	common.nouns	neutral	0	0.998	0.002
N-toys	common.nouns	neutral	0	0.998	0.002
N-track	common.nouns	neutral	0	0.998	0.002
N-tracks	common.nouns	neutral	0	0.998	0.002
N-trade	common.nouns	neutral	0.002	0.998	0
N-tradition	common.nouns	neutral	0	0.998	0.002
N-trailer	common.nouns	neutral	0	0.998	0.002
N-trainer	common.nouns	neutral	0	0.998	0.002
N-trains	common.nouns	neutral	0.002	0.998	0
N-transformers	common.nouns	neutral	0	0.998	0.002
N-translation	common.nouns	neutral	0	0.998	0.002
N-trap	common.nouns	neutral	0.002	0.998	0
N-travels	common.nouns	neutral	0	0.998	0.002
N-treadmill	common.nouns	neutral	0	0.998	0.002
N-treat	common.nouns	positive	0	0.001	0.999
N-treats	common.nouns	neutral	0	0.998	0.002
N-trees	common.nouns	neutral	0	0.998	0.002
N-trends	common.nouns	neutral	0.002	0.998	0
N-tricks	common.nouns	neutral	0	0.998	0.002
N-trip	common.nouns	neutral	0	0.998	0.002
N-trips	common.nouns	neutral	0	0.998	0.002
N-trivia	common.nouns	neutral	0	0.998	0.002
N-truck	common.nouns	neutral	0.002	0.998	0
N-tshirt	common.nouns	neutral	0	0.998	0.002
N-tt	common.nouns	neutral	0	0.998	0.002
N-tt's	common.nouns	neutral	0	0.998	0.002
N-tts	common.nouns	neutral	0	0.998	0.002
N-tuesday	common.nouns	neutral	0	0.998	0.002
N-tumblr	common.nouns	neutral	0	0.998	0.002
N-tummy	common.nouns	negative	0.999	0.001	0
N-tunes	common.nouns	neutral	0	0.998	0.002
N-turkey	common.nouns	neutral	0	0.998	0.002
N-turtle	common.nouns	neutral	0	0.998	0.002
N-tutorial	common.nouns	neutral	0	0.998	0.002
N-tv	common.nouns	neutral	0	0.998	0.002
N-twat	common.nouns	neutral	0	0.998	0.002
N-tweeple	common.nouns	neutral	0	0.998	0.002
N-tweeples	common.nouns	neutral	0	0.998	0.002
N-tweeps	common.nouns	neutral	0	0.998	0.002
N-tweet	common.nouns	neutral	0	0.998	0.002
N-tweeter	common.nouns	neutral	0	0.998	0.002
N-tweeters	common.nouns	positive	0	0.001	0.999
N-tweethearts	common.nouns	positive	0	0.001	0.999
N-tweeties	common.nouns	neutral	0	0.998	0.002
N-tweets	common.nouns	neutral	0	0.998	0.002
N-tweetup	common.nouns	neutral	0	0.998	0.002
N-tweople	common.nouns	positive	0	0.001	0.999
N-twibbon	common.nouns	neutral	0	0.998	0.002
N-twist	common.nouns	neutral	0	0.998	0.002
N-twit	common.nouns	neutral	0	0.998	0.002
N-twitpic	common.nouns	neutral	0	0.998	0.002
N-twitpics	common.nouns	neutral	0	0.998	0.002
N-twits	common.nouns	neutral	0	0.998	0.002
N-twitter	common.nouns	neutral	0.002	0.998	0
N-twitterers	common.nouns	neutral	0	0.998	0.002
N-twitterland	common.nouns	neutral	0	0.998	0.002
N-twitters	common.nouns	neutral	0	0.998	0.002
N-twitterverse	common.nouns	positive	0	0.001	0.999
N-twitterville	common.nouns	neutral	0	0.998	0.002
N-twitterworld	common.nouns	neutral	0	0.998	0.002
N-twug	common.nouns	neutral	0	0.998	0.002
N-txt	common.nouns	neutral	0	0.998	0.002
N-ty	common.nouns	positive	0	0.001	0.999
N-tym	common.nouns	neutral	0	0.998	0.002
N-types	common.nouns	neutral	0	0.998	0.002
N-typo	common.nouns	neutral	0	0.998	0.002
N-uggs	common.nouns	neutral	0	0.998	0.002
N-ui	common.nouns	neutral	0	0.998	0.002
N-uk	common.nouns	neutral	0.002	0.998	0
N-uncles	common.nouns	neutral	0	0.998	0.002
N-underwear	common.nouns	neutral	0	0.998	0.002
N-uni	common.nouns	neutral	0.002	0.998	0
N-uniform	common.nouns	neutral	0.002	0.998	0
N-unnie	common.nouns	neutral	0	0.998	0.002
N-update	common.nouns	neutral	0.002	0.998	0
N-updates	common.nouns	neutral	0	0.998	0.002
N-ups	common.nouns	neutral	0	0.998	0.002
N-urge	common.nouns	neutral	0	0.998	0.002
N-url	common.nouns	neutral	0	0.998	0.002
N-usa	common.nouns	neutral	0	0.998	0.002
N-usb	common.nouns	neutral	0.002	0.998	0
N-use	common.nouns	neutral	0	0.998	0.002
N-user	common.nouns	neutral	0	0.998	0.002
N-username	common.nouns	neutral	0	0.998	0.002
N-users	common.nouns	neutral	0.002	0.998	0
N-vaca	common.nouns	neutral	0.002	0.998	0
N-vacations	common.nouns	neutral	0	0.998	0.002
N-vacay	common.nouns	neutral	0.002	0.998	0
N-vagina	common.nouns	neutral	0.002	0.998	0
N-valentine	common.nouns	neutral	0	0.998	0.002
N-valentines	common.nouns	neutral	0	0.998	0.002
N-vampires	common.nouns	neutral	0	0.998	0.002
N-variety	common.nouns	neutral	0	0.998	0.002
N-vcs	common.nouns	neutral	0.002	0.998	0
N-veg	common.nouns	neutral	0	0.998	0.002
N-veggies	common.nouns	neutral	0	0.998	0.002
N-versions	common.nouns	neutral	0.002	0.998	0
N-veterans	common.nouns	neutral	0	0.998	0.002
N-vibe	common.nouns	neutral	0	0.998	0.002
N-vibes	common.nouns	neutral	0	0.998	0.002
N-victims	common.nouns	neutral	0.002	0.998	0
N-vid	common.nouns	neutral	0	0.998	0.002
N-vida	common.nouns	neutral	0.002	0.998	0
N-video	common.nouns	neutral	0	0.998	0.002
N-videos	common.nouns	neutral	0	0.998	0.002
N-vids	common.nouns	neutral	0	0.998	0.002
N-vinyl	common.nouns	neutral	0	0.998	0.002
N-vip	common.nouns	neutral	0	0.998	0.002
N-visitors	common.nouns	neutral	0	0.998	0.002
N-vitamin	common.nouns	neutral	0	0.998	0.002
N-vlog	common.nouns	neutral	0	0.998	0.002
N-vocals	common.nouns	positive	0	0.001	0.999
N-voce	common.nouns	neutral	0.002	0.998	0
N-vodka	common.nouns	neutral	0	0.998	0.002
N-voices	common.nouns	neutral	0	0.998	0.002
N-volleyball	common.nouns	neutral	0	0.998	0.002
N-volta	common.nouns	neutral	0	0.998	0.002
N-vote	common.nouns	neutral	0	0.998	0.002
N-votes	common.nouns	neutral	0	0.998	0.002
N-waay	common.nouns	neutral	0.002	0.998	0
N-waffles	common.nouns	neutral	0	0.998	0.002
N-wal-mart	common.nouns	neutral	0.002	0.998	0
N-wallpaper	common.nouns	neutral	0	0.998	0.002
N-walls	common.nouns	neutral	0	0.998	0.002
N-warcraft	common.nouns	neutral	0	0.998	0.002
N-wars	common.nouns	neutral	0	0.998	0.002
N-watch	common.nouns	neutral	0	0.998	0.002
N-way	common.nouns	neutral	0	0.998	0.002
N-wayy	common.nouns	neutral	0	0.998	0.002
N-webcam	common.nouns	neutral	0	0.998	0.002
N-website	common.nouns	neutral	0	0.998	0.002
N-websites	common.nouns	neutral	0	0.998	0.002
N-wedding	common.nouns	neutral	0	0.998	0.002
N-weddings	common.nouns	neutral	0	0.998	0.002
N-wednesday	common.nouns	neutral	0	0.998	0.002
N-weed	common.nouns	neutral	0.002	0.998	0
N-weekend	common.nouns	neutral	0	0.998	0.002
N-weekends	common.nouns	neutral	0.002	0.998	0
N-weeks	common.nouns	neutral	0.002	0.998	0
N-weight	common.nouns	neutral	0.002	0.998	0
N-west	common.nouns	neutral	0.002	0.998	0
N-wheat	common.nouns	neutral	0	0.998	0.002
N-while	common.nouns	neutral	0	0.998	0.002
N-whiskey	common.nouns	neutral	0	0.998	0.002
N-wi-fi	common.nouns	neutral	0.002	0.998	0
N-wifey	common.nouns	neutral	0	0.998	0.002
N-wifi	common.nouns	neutral	0.002	0.998	0
N-wii	common.nouns	neutral	0	0.998	0.002
N-windows	common.nouns	neutral	0	0.998	0.002
N-winds	common.nouns	neutral	0.002	0.998	0
N-wings	common.nouns	neutral	0	0.998	0.002
N-wink	common.nouns	neutral	0	0.998	0.002
N-wishlist	common.nouns	neutral	0	0.998	0.002
N-wizards	common.nouns	neutral	0	0.998	0.002
N-wk	common.nouns	neutral	0.002	0.998	0
N-wkend	common.nouns	neutral	0	0.998	0.002
N-wknd	common.nouns	neutral	0	0.998	0.002
N-wks	common.nouns	neutral	0.002	0.998	0
N-wolf	common.nouns	neutral	0	0.998	0.002
N-women	common.nouns	neutral	0	0.998	0.002
N-wonderland	common.nouns	neutral	0	0.998	0.002
N-woods	common.nouns	neutral	0	0.998	0.002
N-wordpress	common.nouns	neutral	0	0.998	0.002
N-work	common.nouns	neutral	0.002	0.998	0
N-workers	common.nouns	neutral	0.002	0.998	0
N-workk	common.nouns	neutral	0.002	0.998	0
N-workout	common.nouns	neutral	0	0.998	0.002
N-works	common.nouns	neutral	0	0.998	0.002
N-worlds	common.nouns	neutral	0	0.998	0.002
N-writers	common.nouns	neutral	0	0.998	0.002
N-wrk	common.nouns	neutral	0.002	0.998	0
N-wwe	common.nouns	neutral	0.002	0.998	0
N-x	common.nouns	neutral	0	0.998	0.002
N-x-factor	common.nouns	neutral	0	0.998	0.002
N-x-mas	common.nouns	neutral	0	0.998	0.002
N-xbox	common.nouns	neutral	0.002	0.998	0
N-xfactor	common.nouns	neutral	0	0.998	0.002
N-xmas	common.nouns	neutral	0	0.998	0.002
N-y'all!	common.nouns	neutral	0	0.998	0.002
N-year's	common.nouns	neutral	0.002	0.998	0
N-yearr	common.nouns	neutral	0	0.998	0.002
N-yg	common.nouns	neutral	0	0.998	0.002
N-yoga	common.nouns	neutral	0	0.998	0.002
N-yogurt	common.nouns	neutral	0	0.998	0.002
N-york	common.nouns	neutral	0	0.998	0.002
N-yr	common.nouns	neutral	0	0.998	0.002
N-yrs	common.nouns	neutral	0	0.998	0.002
N-yt	common.nouns	neutral	0	0.998	0.002
N-zero	common.nouns	neutral	0	0.998	0.002
N-zombie	common.nouns	neutral	0	0.998	0.002
N-zombies	common.nouns	neutral	0	0.998	0.002
N-zune	common.nouns	neutral	0	0.998	0.002
N-�â���Ã��â��«	common.nouns	neutral	0.002	0.998	0
O--i	pronouns	neutral	0	0.998	0.002
O-all	pronouns	neutral	0	0.998	0.002
O-any1	pronouns	neutral	0	0.998	0.002
O-both	pronouns	neutral	0	0.998	0.002
O-chu	pronouns	neutral	0	0.998	0.002
O-dat	pronouns	neutral	0	0.998	0.002
O-dey	pronouns	negative	0.996	0.004	0
O-dis	pronouns	neutral	0.002	0.998	0
O-eachother	pronouns	neutral	0	0.998	0.002
O-em	pronouns	neutral	0	0.998	0.002
O-every1	pronouns	positive	0	0.001	0.999
O-he	pronouns	neutral	0	0.998	0.002
O-her	pronouns	neutral	0	0.998	0.002
O-herr	pronouns	positive	0	0.003	0.997
O-hers	pronouns	neutral	0	0.998	0.002
O-herself	pronouns	neutral	0	0.998	0.002
O-him	pronouns	neutral	0	0.998	0.002
O-himm	pronouns	neutral	0	0.998	0.002
O-himself	pronouns	neutral	0.002	0.998	0
O-i	pronouns	neutral	0	0.998	0.002
O-id	pronouns	neutral	0.001	0.998	0.001
O-ii	pronouns	neutral	0	0.998	0.002
O-iit	pronouns	neutral	0	0.998	0.002
O-it	pronouns	neutral	0	0.998	0.002
O-itself	pronouns	neutral	0.002	0.998	0
O-itt	pronouns	positive	0	0.001	0.999
O-me	pronouns	neutral	0	0.998	0.002
O-mee	pronouns	neutral	0	0.998	0.002
O-meh	pronouns	neutral	0	0.998	0.002
O-mehh	pronouns	negative	0.999	0.001	0
O-meu	pronouns	negative	0.999	0.001	0
O-mines	pronouns	neutral	0.002	0.998	0
O-myself	pronouns	neutral	0	0.998	0.002
O-ours	pronouns	neutral	0	0.998	0.002
O-ourselves	pronouns	positive	0	0.001	0.999
O-she	pronouns	neutral	0	0.998	0.002
O-some1	pronouns	negative	0.988	0.012	0
O-somethings	pronouns	neutral	0.002	0.998	0
O-sum1	pronouns	negative	0.999	0.001	0
O-that	pronouns	neutral	0	0.998	0.002
O-theirs	pronouns	negative	0.999	0.001	0
O-them	pronouns	neutral	0	0.998	0.002
O-themm	pronouns	neutral	0	0.998	0.002
O-themselves	pronouns	neutral	0	0.998	0.002
O-these	pronouns	neutral	0	0.998	0.002
O-they	pronouns	neutral	0	0.998	0.002
O-this	pronouns	neutral	0	0.998	0.002
O-those	pronouns	neutral	0	0.998	0.002
O-thou	pronouns	neutral	0	0.998	0.002
O-tht	pronouns	neutral	0	0.998	0.002
O-u	pronouns	positive	0	0.001	0.999
O-urs	pronouns	neutral	0	0.998	0.002
O-urself	pronouns	neutral	0	0.998	0.002
O-us	pronouns	neutral	0	0.998	0.002
O-uu	pronouns	neutral	0	0.998	0.002
O-wat	pronouns	neutral	0	0.998	0.002
O-we	pronouns	neutral	0	0.998	0.002
O-wha	pronouns	neutral	0	0.998	0.002
O-what	pronouns	neutral	0	0.988	0.012
O-whatt	pronouns	negative	0.999	0.001	0
O-which	pronouns	neutral	0	0.998	0.002
O-who	pronouns	positive	0	0.001	0.999
O-whoever	pronouns	neutral	0	0.998	0.002
O-whom	pronouns	neutral	0	0.998	0.002
O-wht	pronouns	neutral	0.002	0.998	0
O-wut	pronouns	neutral	0	0.998	0.002
O-y'all	pronouns	neutral	0	0.998	0.002
O-ya	pronouns	positive	0	0.001	0.999
O-ya'll	pronouns	positive	0	0.001	0.999
O-yaa	pronouns	positive	0	0.001	0.999
O-yah	pronouns	positive	0	0.001	0.999
O-yall	pronouns	neutral	0	0.998	0.002
O-ye	pronouns	neutral	0	0.998	0.002
O-yhu	pronouns	neutral	0	0.993	0.007
O-yo	pronouns	neutral	0	0.998	0.002
O-yoou	pronouns	neutral	0	0.998	0.002
O-you	pronouns	positive	0	0.001	0.999
O-you's	pronouns	neutral	0	0.998	0.002
O-yours	pronouns	positive	0	0.001	0.999
O-yourself	pronouns	positive	0	0.001	0.999
O-yourselves	pronouns	positive	0	0.001	0.999
O-yous	pronouns	neutral	0	0.998	0.002
O-youu	pronouns	neutral	0	0.998	0.002
O-yu	pronouns	neutral	0	0.998	0.002
O-yuh	pronouns	positive	0	0.001	0.999
O-yuu	pronouns	neutral	0	0.998	0.002
P-#retweetthisif	preposition	neutral	0.002	0.998	0
P-/via	preposition	neutral	0	0.998	0.002
P-2	preposition	neutral	0	0.998	0.002
P-4	preposition	neutral	0	0.998	0.002
P-4rm	preposition	neutral	0	0.998	0.002
P-@	preposition	negative	0.999	0.001	0
P-about	preposition	neutral	0	0.998	0.002
P-abt	preposition	neutral	0	0.998	0.002
P-across	preposition	neutral	0	0.998	0.002
P-after	preposition	neutral	0	0.998	0.002
P-along	preposition	neutral	0	0.998	0.002
P-altho	preposition	neutral	0.002	0.998	0
P-among	preposition	neutral	0	0.998	0.002
P-amongst	preposition	neutral	0	0.998	0.002
P-around	preposition	neutral	0	0.998	0.002
P-as	preposition	neutral	0	0.998	0.002
P-at	preposition	neutral	0	0.998	0.002
P-atm	preposition	negative	0.806	0.194	0
P-att	preposition	neutral	0	0.998	0.002
P-b/c	preposition	neutral	0.002	0.998	0
P-b4	preposition	neutral	0	0.998	0.002
P-bc	preposition	neutral	0.002	0.998	0
P-bcoz	preposition	neutral	0	0.998	0.002
P-bcuz	preposition	neutral	0.002	0.998	0
P-because	preposition	neutral	0	0.998	0.002
P-becuz	preposition	neutral	0.002	0.998	0
P-before	preposition	neutral	0	0.998	0.002
P-behind	preposition	neutral	0	0.998	0.002
P-below	preposition	neutral	0	0.998	0.002
P-beside	preposition	neutral	0	0.998	0.002
P-between	preposition	neutral	0	0.998	0.002
P-beyond	preposition	neutral	0	0.998	0.002
P-bouta	preposition	neutral	0	0.998	0.002
P-by	preposition	neutral	0	0.998	0.002
P-cause	preposition	neutral	0	0.998	0.002
P-cos	preposition	neutral	0.002	0.998	0
P-coz	preposition	neutral	0.002	0.998	0
P-cus	preposition	negative	0.512	0.488	0
P-cuz	preposition	neutral	0.002	0.998	0
P-cz	preposition	neutral	0.002	0.998	0
P-de	preposition	neutral	0	0.998	0.002
P-during	preposition	neutral	0	0.998	0.002
P-en	preposition	neutral	0	0.998	0.002
P-except	preposition	negative	0.999	0.001	0
P-fa	preposition	neutral	0	0.998	0.002
P-fer	preposition	neutral	0	0.998	0.002
P-fo	preposition	positive	0	0.001	0.999
P-for	preposition	positive	0	0.001	0.999
P-fr	preposition	neutral	0	0.998	0.002
P-frm	preposition	neutral	0	0.998	0.002
P-from	preposition	neutral	0	0.998	0.002
P-if	preposition	positive	0	0.001	0.999
P-in	preposition	neutral	0	0.998	0.002
P-in2	preposition	neutral	0.002	0.998	0
P-into	preposition	neutral	0	0.998	0.002
P-lik	preposition	neutral	0.002	0.998	0
P-lo	preposition	neutral	0	0.998	0.002
P-lyk	preposition	negative	0.993	0.007	0
P-minus	preposition	neutral	0.002	0.998	0
P-n	preposition	neutral	0.002	0.998	0
P-na	preposition	neutral	0	0.998	0.002
P-near	preposition	neutral	0	0.998	0.002
P-next	preposition	neutral	0	0.998	0.002
P-o	preposition	neutral	0	0.998	0.002
P-of	preposition	neutral	0	0.998	0.002
P-off	preposition	neutral	0	0.998	0.002
P-on	preposition	neutral	0	0.998	0.002
P-onn	preposition	neutral	0	0.998	0.002
P-onto	preposition	neutral	0	0.998	0.002
P-out	preposition	neutral	0	0.998	0.002
P-outa	preposition	neutral	0.002	0.998	0
P-outside	preposition	neutral	0.002	0.998	0
P-outta	preposition	neutral	0	0.998	0.002
P-ova	preposition	neutral	0	0.998	0.002
P-over	preposition	neutral	0	0.998	0.002
P-overr	preposition	neutral	0	0.998	0.002
P-per	preposition	neutral	0.002	0.998	0
P-plus	preposition	neutral	0	0.998	0.002
P-since	preposition	neutral	0	0.998	0.002
P-soo	preposition	neutral	0	0.998	0.002
P-ta	preposition	neutral	0	0.998	0.002
P-te	preposition	neutral	0	0.998	0.002
P-than	preposition	neutral	0	0.998	0.002
P-that	preposition	neutral	0	0.998	0.002
P-thatt	preposition	neutral	0	0.998	0.002
P-tho	preposition	neutral	0.002	0.998	0
P-through	preposition	neutral	0	0.998	0.002
P-throughout	preposition	neutral	0.002	0.998	0
P-thru	preposition	neutral	0	0.998	0.002
P-tht	preposition	neutral	0.002	0.998	0
P-til	preposition	neutral	0	0.998	0.002
P-to	preposition	neutral	0	0.998	0.002
P-toward	preposition	neutral	0	0.998	0.002
P-towards	preposition	neutral	0	0.998	0.002
P-under	preposition	neutral	0	0.998	0.002
P-unless	preposition	neutral	0	0.998	0.002
P-until	preposition	neutral	0	0.998	0.002
P-untill	preposition	neutral	0	0.998	0.002
P-up	preposition	neutral	0	0.998	0.002
P-upon	preposition	neutral	0	0.998	0.002
P-v	preposition	neutral	0.002	0.998	0
P-via	preposition	neutral	0	0.998	0.002
P-vs	preposition	neutral	0	0.998	0.002
P-w	preposition	neutral	0	0.998	0.002
P-w/	preposition	neutral	0	0.998	0.002
P-w/my	preposition	neutral	0	0.998	0.002
P-w/o	preposition	negative	0.999	0.001	0
P-w/out	preposition	negative	0.999	0.001	0
P-w/the	preposition	neutral	0	0.998	0.002
P-whether	preposition	neutral	0	0.998	0.002
P-while	preposition	neutral	0	0.998	0.002
P-wid	preposition	neutral	0	0.998	0.002
P-wif	preposition	positive	0	0.001	0.999
P-wiff	preposition	positive	0	0.001	0.999
P-with	preposition	positive	0	0.001	0.999
P-withh	preposition	positive	0	0.001	0.999
P-within	preposition	neutral	0	0.998	0.002
P-without	preposition	negative	0.999	0.001	0
P-wiv	preposition	neutral	0.002	0.998	0
P-w|	preposition	positive	0	0.001	0.999
R-2gether	adverb	neutral	0	0.998	0.002
R-2moro	adverb	neutral	0.002	0.998	0
R-2morrow	adverb	neutral	0	0.998	0.002
R-2night	adverb	neutral	0.002	0.998	0
R-2nite	adverb	neutral	0	0.998	0.002
R-4ever	adverb	neutral	0.002	0.998	0
R-abit	adverb	neutral	0	0.998	0.002
R-about	adverb	neutral	0.002	0.998	0
R-absolutly	adverb	neutral	0	0.998	0.002
R-abt	adverb	neutral	0	0.998	0.002
R-accidently	adverb	negative	0.999	0.001	0
R-af	adverb	negative	0.999	0.001	0
R-after	adverb	neutral	0.001	0.998	0.001
R-afterwards	adverb	neutral	0	0.995	0.005
R-again	adverb	neutral	0	0.998	0.002
R-againn	adverb	neutral	0.002	0.998	0
R-all	adverb	neutral	0	0.998	0.002
R-almost	adverb	neutral	0	0.998	0.002
R-along	adverb	neutral	0	0.998	0.002
R-already	adverb	neutral	0	0.998	0.002
R-alright	adverb	neutral	0	0.998	0.002
R-also	adverb	neutral	0	0.998	0.002
R-always	adverb	neutral	0	0.998	0.002
R-anymore	adverb	negative	0.999	0.001	0
R-anytime	adverb	positive	0	0.001	0.999
R-anywhere	adverb	negative	0.999	0.001	0
R-apart	adverb	neutral	0.002	0.998	0
R-around	adverb	neutral	0	0.998	0.002
R-as	adverb	neutral	0	0.998	0.002
R-asap	adverb	neutral	0	0.998	0.002
R-aswell	adverb	neutral	0.002	0.998	0
R-atleast	adverb	neutral	0	0.998	0.002
R-automatically	adverb	neutral	0	0.998	0.002
R-away	adverb	negative	0.999	0.001	0
R-awhile	adverb	neutral	0	0.998	0.002
R-b/c	adverb	neutral	0	0.998	0.002
R-baack	adverb	neutral	0	0.998	0.002
