word	label	negative	neutral	positive
besty	neutral	0.06	0.537	0.403
bestt	positive	0.088	0.099	0.812
prix	neutral	0.005	0.786	0.209
prin	neutral	0.323	0.468	0.209
beste	neutral	0.274	0.675	0.051
pris	neutral	0.1	0.566	0.335
bests	neutral	0.038	0.497	0.465
roberta	neutral	0.117	0.595	0.289
roberto	neutral	0.053	0.699	0.248
pria	neutral	0.089	0.692	0.219
roberts	neutral	0.091	0.665	0.244
overall	neutral	0.21	0.654	0.136
pendrive	neutral	0.204	0.777	0.019
prnh	neutral	0.375	0.431	0.194
pro7	neutral	0.319	0.368	0.313
prom	neutral	0.1	0.633	0.267
prov	positive	0.199	0.187	0.614
prob	negative	0.586	0.257	0.158
besst	positive	0.067	0.087	0.846
proj	neutral	0.15	0.779	0.07
besta	positive	0.148	0.327	0.524
prof	neutral	0.142	0.616	0.242
aamir	neutral	0.113	0.735	0.152
preformance	positive	0.024	0.331	0.645
besos	positive	0.01	0.312	0.678
prsn	negative	0.592	0.352	0.055
besok	neutral	0.111	0.581	0.308
prty	neutral	0.054	0.729	0.217
proč	neutral	0.095	0.847	0.059
horriblee	negative	0.92	0.04	0.04
berat	neutral	0.34	0.528	0.132
#allwhites	neutral	0.306	0.433	0.261
intriguing	positive	0.156	0.128	0.716
beres	neutral	0.1	0.521	0.38
beret	neutral	0.064	0.913	0.023
przy	neutral	0.394	0.43	0.177
he’s	neutral	0.138	0.529	0.333
lindinha	neutral	0.097	0.51	0.394
yesturday	neutral	0.222	0.62	0.158
3-day	positive	0.035	0.358	0.607
katy&niky	positive	0	0.45	0.55
'reese\'s'	negative	0.488	0.405	0.107
burping	negative	0.817	0.105	0.078
@user291654	positive	0.006	0.024	0.97
pshh	negative	0.56	0.236	0.204
psht	negative	0.546	0.14	0.314
berry	neutral	0.22	0.573	0.207
forever21	neutral	0.048	0.887	0.065
@user109991	positive	0.115	0.402	0.483
biitch	negative	0.882	0.078	0.04
<333333333333	positive	0.075	0.121	0.803
psti	neutral	0.326	0.389	0.284
psst	negative	0.507	0.272	0.221
pssh	negative	0.463	0.37	0.167
overestimate	negative	0.628	0.147	0.225
subhanallah	positive	0.359	0.114	0.527
@user96201	positive	0.307	0.307	0.386
psyc	neutral	0.065	0.822	0.113
gazillion	positive	0.232	0.346	0.421
sorvete	neutral	0.057	0.686	0.257
pacsun	neutral	0.04	0.864	0.097
#canada	negative	0.431	0.322	0.247
#2009	positive	0.297	0.34	0.363
#2010	neutral	0.096	0.522	0.382
#2012	neutral	0.192	0.699	0.108
grandes	positive	0.044	0.425	0.531
'cheryl\'s'	neutral	0.127	0.513	0.359
automatically	neutral	0.157	0.731	0.111
radiohead	negative	0.406	0.337	0.257
erika	neutral	0.066	0.666	0.268
grandad	neutral	0.15	0.446	0.404
#itsalambertthing	negative	0.619	0.371	0.011
meowing	neutral	0.419	0.578	0.003
can’t	negative	0.514	0.406	0.08
erick	neutral	0.154	0.715	0.131
erich	neutral	0.084	0.533	0.382
erics	neutral	0.075	0.559	0.366
grandma	positive	0.125	0.434	0.441
',,,,'	positive	0.314	0.337	0.349
#sobeast	positive	0.056	0.164	0.78
grandpa	positive	0.123	0.309	0.568
renovations	neutral	0.161	0.681	0.159
erica	neutral	0.044	0.652	0.304
photowalk	neutral	0.329	0.348	0.323
otherwise	neutral	0.315	0.393	0.292
o.m.g.	negative	0.647	0.081	0.272
fritters	neutral	0.131	0.69	0.179
funnies	negative	0.387	0.322	0.291
'billy\'s'	neutral	0.232	0.683	0.085
puas	neutral	0.057	0.583	0.36
beths	neutral	0.232	0.672	0.096
adorablee	positive	0.046	0.267	0.686
examinations	neutral	0.267	0.468	0.265
betas	neutral	0.216	0.688	0.096
puck	neutral	0.411	0.421	0.169
bakers	neutral	0.182	0.697	0.121
betch	negative	0.734	0.068	0.197
pubs	neutral	0.222	0.743	0.035
pues	neutral	0.179	0.648	0.173
beter	neutral	0.336	0.514	0.151
mchale	neutral	0.041	0.781	0.178
pude	negative	0.528	0.381	0.091
pugs	negative	0.528	0.421	0.05
triiste	neutral	0.348	0.54	0.112
n00bs	negative	0.681	0.105	0.214
bellissima	positive	0.012	0.325	0.664
amazon	neutral	0.156	0.615	0.23
perchance	neutral	0.065	0.865	0.07
puja	positive	0.164	0.166	0.67
googling	neutral	0.11	0.82	0.07
'heaven\'s'	neutral	0.201	0.692	0.107
pula	neutral	0.206	0.684	0.11
puke	negative	0.889	0.087	0.023
puji	neutral	0.048	0.552	0.4
pune	neutral	0.328	0.519	0.152
#realtalk	positive	0.227	0.146	0.627
confucius	positive	0.141	0.206	0.653
puma	positive	0.098	0.406	0.496
puny	negative	0.854	0.13	0.016
puno	neutral	0.039	0.818	0.143
punk	negative	0.821	0.102	0.077
beliebers	positive	0.154	0.185	0.661
puns	negative	0.713	0.234	0.053
punt	neutral	0.252	0.59	0.158
pura	neutral	0.019	0.814	0.167
puri	neutral	0.134	0.802	0.064
amazig	positive	0.116	0.116	0.768
pups	neutral	0.391	0.548	0.061
amazin	positive	0.062	0.092	0.846
aannd	neutral	0.095	0.546	0.359
puta	neutral	0.233	0.625	0.142
puso	neutral	0.171	0.616	0.214
betsy	neutral	0.09	0.714	0.196
betta	positive	0.299	0.301	0.4
puro	neutral	0.241	0.572	0.187
purp	negative	0.758	0.123	0.119
bette	neutral	0.131	0.527	0.342
bettr	negative	0.412	0.198	0.39
clooney	neutral	0.063	0.873	0.064
#chrisbrown	neutral	0.384	0.447	0.169
ticketmaster	neutral	0.451	0.52	0.029
putt	neutral	0.328	0.44	0.232
amazee	positive	0.156	0.39	0.454
puto	neutral	0.284	0.579	0.136
connecting	positive	0.01	0.478	0.513
betul	neutral	0.22	0.508	0.272
putz	neutral	0.347	0.576	0.077
origami	neutral	0.113	0.847	0.039
chovendo	neutral	0.087	0.63	0.282
'isn\'t!'	negative	0.71	0.222	0.068
#blackfriday	negative	0.448	0.379	0.173
veggies	neutral	0.041	0.804	0.155
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	positive	0.036	0.407	0.556
earphones	neutral	0.352	0.632	0.016
potatos	neutral	0.052	0.834	0.114
potatoe	neutral	0.098	0.823	0.079
jonasbrothers	positive	0.052	0.347	0.601
@adamlambert	neutral	0.15	0.446	0.404
vegging	neutral	0.25	0.647	0.103
#imnotafraidtosay	negative	0.516	0.321	0.162
3hours	neutral	0.288	0.531	0.18
lunches	neutral	0.137	0.808	0.056
cravin	negative	0.78	0.148	0.072
flattered	positive	0.405	0.016	0.579
unstoppable	positive	0.131	0.094	0.775
',...'	neutral	0.234	0.619	0.147
#iaintafraidtosay	negative	0.612	0.275	0.113
shadow	neutral	0.097	0.683	0.221
nosotros	neutral	0.081	0.737	0.183
craved	negative	0.788	0.155	0.057
neither	negative	0.534	0.321	0.145
prelims	negative	0.461	0.451	0.089
#amwriting	neutral	0.227	0.6	0.173
lloyd	neutral	0.139	0.723	0.139
mauritius	neutral	0.248	0.701	0.052
ipodtouch	negative	0.497	0.388	0.115
cheesecakes	neutral	0.208	0.758	0.034
@user594308	neutral	0.02	0.576	0.404
ping.fm	neutral	0.152	0.727	0.121
washroom	neutral	0.084	0.891	0.026
marinated	neutral	0.021	0.909	0.07
bassline	neutral	0.2	0.529	0.271
#pawpawty	neutral	0.036	0.642	0.321
specialize	neutral	0.254	0.575	0.172
specialist	neutral	0.033	0.722	0.246
chantelle	neutral	0.115	0.466	0.419
pwnd	neutral	0.114	0.69	0.195
zítra	neutral	0.111	0.702	0.187
pwns	negative	0.652	0.054	0.294
hahahahha	positive	0.243	0.372	0.385
verdadeira(o	neutral	0.149	0.833	0.018
@user291249	neutral	0.238	0.681	0.081
relisted	neutral	0.086	0.521	0.394
defult	neutral	0.029	0.681	0.29
@user2079594	positive	0.045	0.461	0.494
hahahahaa	positive	0.292	0.277	0.431
'grandmother\'s'	neutral	0.149	0.592	0.258
budlight	neutral	0.344	0.548	0.108
430am	neutral	0.108	0.846	0.047
hahahahah	positive	0.25	0.272	0.478
sportscenter	negative	0.56	0.26	0.18
staceyy	neutral	0.062	0.603	0.335
staceys	positive	0.083	0.402	0.514
llove	positive	0.11	0.161	0.729
rollins	neutral	0.092	0.625	0.283
routines	positive	0.127	0.387	0.486
assistants	neutral	0.072	0.71	0.218
@user173815	negative	0.585	0.104	0.311
magically	neutral	0.165	0.689	0.147
exempt	negative	0.815	0.178	0.007
concordo	positive	0.172	0.315	0.513
'd\'you'	neutral	0.318	0.657	0.025
bidness	neutral	0.232	0.696	0.072
backgroud	neutral	0.076	0.773	0.151
defintly	positive	0.135	0.421	0.444
fanfiction	neutral	0.176	0.636	0.188
bezig	neutral	0.317	0.676	0.007
crates	negative	0.548	0.441	0.01
torontoo	positive	0.021	0.486	0.493
placements	neutral	0.053	0.727	0.22
khloe	neutral	0.071	0.572	0.358
grilled	neutral	0.105	0.768	0.127
glaciers	negative	0.594	0.358	0.048
#poetry	negative	0.608	0.328	0.064
pyar	positive	0.136	0.192	0.672
muncul	neutral	0.252	0.397	0.351
aaron	neutral	0.078	0.709	0.214
nitenite	neutral	0.219	0.588	0.193
categoria	neutral	0.175	0.628	0.197
motherland	neutral	0.021	0.649	0.33
subscriptions	neutral	0.028	0.727	0.246
getting	neutral	0.264	0.622	0.114
gettinq	neutral	0.293	0.605	0.102
:’)	neutral	0.326	0.651	0.023
jelouse	negative	0.546	0.086	0.369
gettiin	neutral	0.141	0.759	0.1
beliebing	negative	0.573	0.106	0.321
aargh	negative	0.787	0.164	0.05
mesmerized	positive	0.354	0.245	0.401
love&support	positive	0.036	0.194	0.77
encounters	negative	0.631	0.27	0.099
illegally	neutral	0.446	0.469	0.085
pyro	negative	0.621	0.327	0.052
slipped	neutral	0.475	0.503	0.021
nomnom	neutral	0.037	0.571	0.392
enjoada	neutral	0.379	0.446	0.175
istanbul	neutral	0.049	0.61	0.341
#smallville	neutral	0.212	0.462	0.325
awesomness	positive	0.381	0.012	0.607
unloved	negative	0.705	0.019	0.275
teman2	positive	0.084	0.416	0.5
poptart	neutral	0.314	0.604	0.082
@user109366	positive	0.021	0.146	0.833
granada	neutral	0.124	0.85	0.025
upload	neutral	0.128	0.778	0.094
'maria\'s'	neutral	0.301	0.545	0.153
popstar	positive	0.057	0.345	0.599
khoda	positive	0.197	0.04	0.762
provider	neutral	0.094	0.643	0.263
provides	positive	0.037	0.187	0.775
multiplayer	neutral	0.386	0.494	0.12
illustrator	neutral	0.009	0.732	0.26
pupils	negative	0.396	0.221	0.382
ituness	neutral	0.084	0.74	0.176
flatmate	neutral	0.324	0.402	0.274
illustrated	neutral	0.039	0.779	0.182
morrison	neutral	0.121	0.685	0.195
raptor	neutral	0.143	0.63	0.227
'rt@useron\'t'	positive	0.162	0.171	0.667
slippin	negative	0.544	0.393	0.063
dudley	neutral	0.118	0.672	0.21
mumbai	neutral	0.192	0.569	0.24
thingssheloves	neutral	0.025	0.51	0.465
daniels	neutral	0.095	0.798	0.107
#seesmic	neutral	0.076	0.487	0.436
daniela	neutral	0.027	0.753	0.22
thinkgeek	neutral	0.348	0.531	0.121
stoked	positive	0.136	0.376	0.488
epicness	negative	0.498	0.171	0.33
stokes	neutral	0.016	0.726	0.258
stacked	neutral	0.089	0.854	0.057
persistance	positive	0.104	0.046	0.85
computador	neutral	0.204	0.681	0.114
donlot	neutral	0.29	0.584	0.126
davidson	neutral	0.161	0.76	0.079
deadline	neutral	0.155	0.702	0.143
whoevers	negative	0.573	0.216	0.211
returning	neutral	0.186	0.417	0.397
parades	neutral	0.312	0.615	0.073
paradee	neutral	0.155	0.443	0.402
stuttgart	neutral	0.009	0.62	0.37
harris	neutral	0.127	0.779	0.094
undang	neutral	0.241	0.724	0.035
revealed	neutral	0.112	0.51	0.379
plurking	negative	0.896	0.063	0.041
'cameron\'s'	neutral	0.121	0.729	0.149
#happybdayadam	positive	0.014	0.186	0.799
lakers	positive	0.394	0.176	0.43
attempting	neutral	0.447	0.475	0.078
'@user2266\'s'	neutral	0.009	0.516	0.475
toddlers	negative	0.6	0.314	0.086
balboa	neutral	0.08	0.869	0.051
safari	neutral	0.07	0.87	0.06
#admitit2esmee	positive	0.036	0.39	0.574
☺☺	positive	0.006	0.127	0.867
'google\'s'	neutral	0.069	0.51	0.421
turnout	neutral	0.01	0.524	0.466
ernie	neutral	0.056	0.756	0.189
haskell	neutral	0.016	0.882	0.102
peoples	negative	0.482	0.348	0.17
peoplez	positive	0.433	0.11	0.457
'mommy\'s'	neutral	0.253	0.488	0.258
peoplee	negative	0.397	0.325	0.279
'caan\'t'	neutral	0.315	0.52	0.165
donnie	neutral	0.061	0.622	0.317
mariana	neutral	0.017	0.639	0.344
careers	neutral	0.071	0.622	0.308
balada	neutral	0.254	0.514	0.232
'glee\'s'	neutral	0.111	0.529	0.36
kirstie	positive	0.022	0.415	0.564
neever	positive	0.201	0.138	0.661
monitoring	neutral	0.118	0.756	0.127
another	neutral	0.195	0.727	0.078
waterfall	neutral	0.087	0.822	0.091
zacky	neutral	0.413	0.501	0.085
nudes	neutral	0.149	0.709	0.142
zachs	negative	0.533	0.261	0.206
zachy	neutral	0.017	0.595	0.388
choreographing	neutral	0.031	0.922	0.047
hahahahhaha	positive	0.158	0.299	0.543
pessoa	neutral	0.33	0.539	0.131
berangkat	negative	0.501	0.39	0.108
v-day	neutral	0.098	0.646	0.256
glowsticks	neutral	0.209	0.712	0.079
#wave	neutral	0.091	0.647	0.263
landline	neutral	0.297	0.659	0.044
♡♥	positive	0.042	0.258	0.7
♡♡	positive	0.01	0.21	0.78
'something\'s'	negative	0.63	0.31	0.061
♥♡	positive	0.006	0.301	0.693
♥♥	positive	0.014	0.157	0.828
patterns	neutral	0.062	0.787	0.151
frenchie	positive	0.082	0.343	0.576
#himym	negative	0.42	0.404	0.176
layoffs	neutral	0.456	0.471	0.074
maturity	positive	0.327	0.079	0.595
bluegrass	neutral	0.117	0.603	0.28
♪♪	neutral	0.054	0.668	0.278
♪♫	positive	0.15	0.341	0.509
♫♪	neutral	0.202	0.449	0.349
freestyle	neutral	0.168	0.68	0.153
@user358131	neutral	0.327	0.554	0.119
queued	neutral	0.295	0.606	0.099
palmeiras	neutral	0.076	0.809	0.115
mitchell	neutral	0.061	0.634	0.304
donors	positive	0.312	0.336	0.353
flower	neutral	0.042	0.662	0.295
kirsten	neutral	0.115	0.774	0.111
tonsillitis	negative	0.619	0.057	0.324
flowin	negative	0.46	0.185	0.355
godparents	neutral	0.117	0.754	0.129
queues	neutral	0.088	0.845	0.067
readings	neutral	0.065	0.645	0.29
workaholic	negative	0.897	0.065	0.038
#shoutouts	positive	0.027	0.383	0.59
seagulls	negative	0.634	0.337	0.029
dominate	positive	0.177	0.395	0.428
screencap	neutral	0.111	0.476	0.413
llyod	neutral	0.148	0.604	0.248
aidiladha	positive	0.24	0.235	0.525
redneck	negative	0.637	0.318	0.045
debuted	positive	0.062	0.456	0.483
dominant	negative	0.61	0.026	0.364
mwuahaha	neutral	0.267	0.643	0.09
belgrade	neutral	0.119	0.734	0.147
casinos	neutral	0.381	0.574	0.045
bfast	neutral	0.113	0.554	0.333
dreamin	neutral	0.176	0.577	0.247
@mrsvirginiared	neutral	0.044	0.732	0.225
kthanks	negative	0.451	0.392	0.157
cedinho	neutral	0.22	0.614	0.167
dreamss	positive	0.255	0.09	0.655
flores	positive	0.066	0.31	0.624
convergence	neutral	0.013	0.607	0.38
errmm	neutral	0.194	0.673	0.133
motherr	neutral	0.091	0.661	0.248
mothers	positive	0.148	0.331	0.521
pomegranate	neutral	0.054	0.817	0.129
half-naked	neutral	0.144	0.804	0.053
@user3015978	positive	0.002	0.085	0.913
nueva	neutral	0.181	0.799	0.021
nuevo	neutral	0.05	0.645	0.305
translations	neutral	0.06	0.787	0.153
liinda	neutral	0.043	0.549	0.408
liindo	neutral	0.037	0.494	0.469
floppy	neutral	0.19	0.787	0.023
ghostbusters	neutral	0.323	0.459	0.218
'a:that\'s'	positive	0.118	0.157	0.725
evening/night	positive	0.002	0.433	0.565
pester	negative	0.51	0.174	0.316
overuse	negative	0.45	0.18	0.37
harmon	neutral	0.009	0.542	0.449
stoped	negative	0.739	0.177	0.084
gaskarth	neutral	0.06	0.772	0.168
gettingg	negative	0.571	0.341	0.088
safest	positive	0.133	0.19	0.677
qamn	negative	0.457	0.274	0.269
qame	neutral	0.431	0.494	0.075
plurkers	positive	0.109	0.174	0.716
sidney	neutral	0.306	0.388	0.306
sundance	neutral	0.134	0.567	0.299
bwahahahaha	negative	0.677	0.242	0.08
#xtival09	neutral	0.168	0.78	0.053
smartphones	neutral	0.166	0.535	0.299
enjoyin	positive	0.208	0.096	0.696
freshh	neutral	0.196	0.451	0.354
stomps	negative	0.574	0.419	0.007
#iamthankful	positive	0.007	0.081	0.911
overnight	neutral	0.192	0.69	0.118
fresca	neutral	0.117	0.698	0.185
cerita	neutral	0.348	0.464	0.188
memorie	neutral	0.051	0.516	0.434
'website\'s'	neutral	0.253	0.684	0.063
flossy	positive	0.037	0.414	0.549
fresno	neutral	0.033	0.808	0.159
cookbook	neutral	0.019	0.751	0.23
frontin	negative	0.495	0.323	0.182
applebees	neutral	0.048	0.661	0.291
.___.	neutral	0.418	0.567	0.015
quezon	neutral	0.026	0.652	0.323
spreadsheet	neutral	0.062	0.853	0.086
jdnya	neutral	0.436	0.467	0.097
sussed	negative	0.73	0.262	0.008
sussex	neutral	0.05	0.896	0.054
fulltime	positive	0.012	0.42	0.569
unfollow	negative	0.703	0.154	0.143
moovies	neutral	0.189	0.597	0.214
billing	neutral	0.046	0.775	0.179
nervosa	neutral	0.231	0.436	0.333
nervoso	neutral	0.119	0.558	0.323
self-control	negative	0.796	0.07	0.135
argentinaa	positive	0.108	0.301	0.591
undead	negative	0.376	0.319	0.304
puppet	neutral	0.349	0.598	0.053
spokesperson	positive	0.053	0.437	0.51
transfering	neutral	0.04	0.878	0.082
mudah2an	neutral	0.189	0.481	0.331
pozole	neutral	0.156	0.562	0.283
wuldnt	negative	0.741	0.145	0.114
chateada	neutral	0.245	0.537	0.219
symposium	neutral	0.015	0.834	0.151
bfbc2	neutral	0.169	0.736	0.095
binghamton	neutral	0.169	0.752	0.079
tijdens	neutral	0.282	0.635	0.083
heartbeats	negative	0.528	0.305	0.167
@user97098	positive	0.046	0.381	0.573
@user108857	positive	0.074	0.074	0.852
stoney	neutral	0.027	0.802	0.171
#heartnickj	neutral	0.047	0.579	0.374
stoner	neutral	0.239	0.584	0.177
stones	neutral	0.247	0.686	0.066
thornton	neutral	0.237	0.438	0.325
♡♡♡	positive	0.001	0.332	0.667
anonymity	negative	0.388	0.248	0.364
apollo	neutral	0.162	0.624	0.214
nganterin	positive	0.02	0.449	0.531
#themarine2	neutral	0.091	0.742	0.167
harold	neutral	0.122	0.591	0.287
#survivor	negative	0.625	0.292	0.083
#yalitchat	neutral	0.128	0.639	0.233
kmaren	neutral	0.146	0.608	0.247
'dude\'s'	neutral	0.207	0.679	0.114
yikess	negative	0.467	0.237	0.297
doncha	neutral	0.075	0.86	0.064
@user2183352	positive	0.006	0.179	0.815
esther	neutral	0.02	0.715	0.265
bringing	neutral	0.028	0.651	0.321
a-okay	positive	0.393	0.206	0.401
southeast	neutral	0.211	0.599	0.191
nukes	neutral	0.344	0.611	0.045
erwin	neutral	0.01	0.523	0.466
port-au-prince	neutral	0.313	0.355	0.332
weatherman	neutral	0.286	0.614	0.1
omegle.com	positive	0.361	0.223	0.417
schiphol	neutral	0.08	0.841	0.08
pakistani	neutral	0.04	0.487	0.473
grooveshark	neutral	0.085	0.707	0.208
ohmygod	negative	0.676	0.208	0.117
exctied	positive	0.008	0.282	0.711
atetime	negative	0.471	0.457	0.072
co-hosting	neutral	0.026	0.847	0.127
tellin	negative	0.733	0.103	0.164
presentations	neutral	0.018	0.592	0.39
indexing	neutral	0.013	0.842	0.145
treehouse	neutral	0.169	0.792	0.039
crafting	neutral	0.013	0.791	0.196
assigned	neutral	0.191	0.587	0.222
won’t	negative	0.762	0.203	0.034
#win7	neutral	0.024	0.677	0.299
youtubers	neutral	0.178	0.504	0.317
duddee	neutral	0.214	0.505	0.281
#wine	neutral	0.147	0.584	0.269
eatting	neutral	0.447	0.49	0.063
whhaatt	negative	0.704	0.24	0.057
'bff\'s'	neutral	0.302	0.359	0.339
puppys	negative	0.441	0.173	0.386
conseguiu	neutral	0.204	0.756	0.04
conseguir	neutral	0.274	0.521	0.205
's\'il'	neutral	0.035	0.496	0.468
haribo	neutral	0.136	0.522	0.341
bandmates	positive	0.091	0.157	0.751
'11,000'	neutral	0.022	0.532	0.446
's\'ok'	neutral	0.299	0.367	0.334
flirted	neutral	0.236	0.673	0.09
kecewa	negative	0.612	0.265	0.122
qero	neutral	0.199	0.537	0.265
leandro	positive	0.147	0.168	0.685
qett	neutral	0.446	0.511	0.043
@user515158	positive	0.07	0.336	0.594
'patrick\'s'	negative	0.614	0.279	0.107
numba	positive	0.086	0.322	0.593
floods	negative	0.649	0.301	0.05
numbs	neutral	0.372	0.484	0.144
sumtimes	negative	0.547	0.295	0.158
telstra	neutral	0.168	0.701	0.132
numan	neutral	0.111	0.854	0.036
screening	neutral	0.16	0.68	0.16
'abc\'s'	positive	0.1	0.338	0.562
energies	positive	0.019	0.272	0.709
numer	positive	0.008	0.342	0.65
lmaao	negative	0.402	0.384	0.214
harlow	positive	0.081	0.445	0.474
daytona	neutral	0.17	0.669	0.162
pianos	negative	0.598	0.146	0.255
stores	neutral	0.115	0.632	0.253
storee	neutral	0.222	0.475	0.303
stored	neutral	0.049	0.547	0.404
versace	neutral	0.247	0.668	0.086
floors	neutral	0.096	0.871	0.033
s**t	negative	0.751	0.108	0.141
seaweed	negative	0.547	0.419	0.034
nummy	neutral	0.204	0.429	0.367
ngumpul	neutral	0.12	0.672	0.208
estilo	neutral	0.186	0.653	0.162
dayyss	neutral	0.151	0.706	0.143
migrain	negative	0.804	0.144	0.052
'youtube\'s'	positive	0.039	0.281	0.679
abang	neutral	0.034	0.545	0.421
harlem	neutral	0.046	0.824	0.129
harley	neutral	0.181	0.684	0.135
migrane	negative	0.841	0.102	0.056
undies	neutral	0.071	0.885	0.044
----------->	positive	0.153	0.103	0.744
bffls	negative	0.453	0.232	0.315
??!?!	negative	0.655	0.313	0.032
dominick	positive	0.125	0.415	0.461
swatches	neutral	0.012	0.943	0.045
storys	negative	0.489	0.237	0.274
eventho	positive	0.398	0.177	0.424
scrapped	neutral	0.284	0.673	0.042
storyy	neutral	0.158	0.531	0.31
french	neutral	0.052	0.73	0.218
nulis	positive	0.213	0.288	0.499
flipping	neutral	0.297	0.605	0.097
frends	positive	0.103	0.332	0.565
♥♥♥	positive	0.018	0.255	0.727
dreamed	negative	0.548	0.339	0.113
ryland	negative	0.468	0.3	0.232
@user212742	neutral	0.009	0.755	0.237
-jeremiah	positive	0.035	0.004	0.961
gírias	neutral	0.085	0.854	0.061
telkom	neutral	0.09	0.613	0.297
goodafternoon	positive	0.031	0.35	0.619
storms	neutral	0.259	0.656	0.085
'grandma\'s'	neutral	0.163	0.592	0.245
storm2	neutral	0.08	0.681	0.238
mummys	neutral	0.114	0.62	0.265
dongle	neutral	0.056	0.673	0.27
frente	neutral	0.055	0.656	0.289
@user18750	neutral	0.01	0.646	0.345
@user18751	positive	0.05	0.384	0.567
@user18752	positive	0.246	0.232	0.521
??!!!	negative	0.437	0.376	0.188
locations	neutral	0.033	0.731	0.235
grannie	neutral	0.043	0.696	0.261
#sephoraclaus	positive	0.033	0.282	0.685
#happybirthdaydougie	positive	0.022	0.396	0.582
pop-con	neutral	0.353	0.489	0.158
!!!!.....	neutral	0.165	0.525	0.31
)))))))))))	negative	0.392	0.284	0.323
oilers	negative	0.71	0.121	0.169
1000	neutral	0.228	0.672	0.101
grannys	neutral	0.368	0.516	0.116
ooh(la)²	negative	0.525	0.474	0.001
demonstration	neutral	0.04	0.755	0.204
lmboo	neutral	0.388	0.55	0.061
chiangmai	neutral	0.18	0.732	0.087
dominion	positive	0.056	0.345	0.599
pacers	positive	0.391	0.216	0.392
liifee	negative	0.379	0.285	0.336
u.s.a.	neutral	0.042	0.916	0.042
happyness	positive	0.188	0.152	0.66
smurfs	negative	0.467	0.336	0.197
nunca	neutral	0.299	0.521	0.18
granola	neutral	0.083	0.824	0.093
'stacy\'s'	neutral	0.105	0.499	0.396
abbie	neutral	0.2	0.659	0.14
@user647361	positive	0.002	0.113	0.885
bookshelf	neutral	0.021	0.899	0.079
abbey	neutral	0.067	0.733	0.201
delaware	neutral	0.101	0.825	0.074
leaning	neutral	0.189	0.753	0.057
#nasatweetup	neutral	0.288	0.543	0.168
janurary	positive	0.182	0.292	0.526
zaman	neutral	0.193	0.497	0.309
qirl	negative	0.621	0.208	0.17
lmaoo	neutral	0.382	0.444	0.173
buyout	neutral	0.054	0.794	0.151
qive	negative	0.458	0.181	0.361
hippos	negative	0.783	0.19	0.027
wtheck	negative	0.762	0.235	0.004
#fueledbyramen	neutral	0.036	0.515	0.449
#thestormbegan	neutral	0.283	0.451	0.266
@user187014	negative	0.639	0.348	0.013
cliffhanger	negative	0.563	0.427	0.011
dayton	neutral	0.027	0.767	0.205
memoirs	neutral	0.282	0.632	0.086
roseanne	neutral	0.27	0.512	0.218
@user501022	positive	0.206	0.321	0.473
abend	neutral	0.342	0.532	0.126
omelette	neutral	0.071	0.778	0.152
gettiing	negative	0.623	0.304	0.073
drastic	negative	0.58	0.117	0.303
electronic	neutral	0.063	0.687	0.25
donald	neutral	0.13	0.669	0.201
@user779312	positive	0.043	0.102	0.854
jacqueline	neutral	0.069	0.762	0.169
@user344082	positive	0.005	0.164	0.831
littlest	positive	0.292	0.281	0.427
'sunday\'s'	neutral	0.278	0.55	0.172
broader	neutral	0.04	0.688	0.272
broaden	neutral	0.403	0.512	0.085
harhar	negative	0.728	0.179	0.093
donate	positive	0.041	0.399	0.56
serendipity	neutral	0.154	0.712	0.134
severly	negative	0.736	0.074	0.19
zappa	neutral	0.035	0.584	0.381
)))))))))))))	positive	0.145	0.169	0.685
#lyrics	negative	0.479	0.436	0.084
dayumm	negative	0.591	0.344	0.065
fwend	negative	0.48	0.179	0.341
esteja	positive	0.307	0.321	0.372
*---*	positive	0.123	0.316	0.561
dayuum	negative	0.79	0.062	0.148
freind	neutral	0.248	0.412	0.34
emulator	neutral	0.033	0.703	0.264
robertson	neutral	0.227	0.537	0.237
'domino\'s'	neutral	0.152	0.694	0.154
@user212304	positive	0.301	0.229	0.47
several	neutral	0.178	0.763	0.059
#robsten	neutral	0.313	0.457	0.23
daytime	neutral	0.166	0.588	0.246
lessons	neutral	0.182	0.537	0.281
stalling	negative	0.786	0.18	0.034
@user226872	positive	0.022	0.406	0.573
qlad	positive	0.115	0.437	0.448
#work	neutral	0.393	0.508	0.099
@user6208077	positive	0.019	0.165	0.816
abdul	neutral	0.042	0.551	0.407
potentially	neutral	0.339	0.358	0.303
lunchtime	neutral	0.066	0.77	0.164
s.o.	positive	0.285	0.235	0.48
possessive	neutral	0.305	0.548	0.147
//thanks	positive	0.006	0.135	0.859
nyways	neutral	0.317	0.509	0.173
qlqr	neutral	0.394	0.425	0.181
@user160397	positive	0.135	0.408	0.457
kiana	neutral	0.123	0.636	0.241
enquiries	neutral	0.049	0.764	0.187
'somebody\'s'	positive	0.36	0.263	0.377
bandits	neutral	0.428	0.467	0.105
♪♪♪	neutral	0.302	0.578	0.12
mayonnaise	neutral	0.114	0.881	0.005
reckons	negative	0.475	0.323	0.201
cadets	negative	0.685	0.291	0.024
@user160290	positive	0.004	0.323	0.673
practising	negative	0.544	0.251	0.205
rhiannon	neutral	0.145	0.671	0.183
<<----	positive	0.244	0.122	0.634
unblock	neutral	0.454	0.51	0.037
audible	neutral	0.073	0.592	0.335
